"STATION","YEAR","MONTH","TIME","ELEMENT","BIN","COUNT","AVG"
"11406",2025,2,"19:30","F","3-<4",2,3.5
"11406",2025,2,"19:30","SSV10M","0-99",28,0
"11406",2025,2,"19:40","F","0-<1",3,0.633
"11406",2025,2,"19:40","F","1-<2",14,1.407
"11406",2025,2,"19:40","F","2-<3",8,2.425
"11406",2025,2,"19:40","F","3-<4",3,3.4
"11406",2025,2,"19:40","SSV10M","0-99",28,0
"11406",2025,2,"19:50","F","0-<1",7,0.757
"11406",2025,2,"19:50","F","1-<2",10,1.42
"11406",2025,2,"19:50","F","2-<3",8,2.475
"11406",2025,2,"19:50","F","3-<4",3,3.333
"11406",2025,2,"19:50","SSV10M","0-99",28,0
"11406",2025,2,"20:00","F","0-<1",5,0.84
"11406",2025,2,"20:00","F","1-<2",12,1.367
"11406",2025,2,"20:00","F","2-<3",8,2.5
"11406",2025,2,"20:00","F","3-<4",3,3.1
"11406",2025,2,"20:00","SSV10M","0-99",28,0
"11406",2025,2,"20:10","F","0-<1",3,0.833
"11406",2025,2,"20:10","F","1-<2",14,1.314
"11406",2025,2,"20:10","F","2-<3",7,2.443
"11406",2025,2,"20:10","F","3-<4",4,3.5
"11406",2025,2,"20:20","F","0-<1",4,0.7
"11406",2025,2,"20:20","F","1-<2",14,1.321
"11406",2025,2,"20:20","F","2-<3",6,2.1
"11406",2025,2,"20:20","F","3-<4",4,3.3
"11406",2025,2,"20:30","F","0-<1",4,0.75
"11406",2025,2,"20:30","F","1-<2",16,1.444
"11406",2025,2,"20:30","F","2-<3",7,2.371
"11406",2025,2,"20:30","F","3-<4",1,3.2
"11406",2025,2,"20:40","F","0-<1",5,0.64
"11406",2025,2,"20:40","F","1-<2",16,1.4
"11406",2025,2,"20:40","F","2-<3",6,2.35
"11406",2025,2,"20:40","F","3-<4",1,3
"11406",2025,2,"20:50","F","0-<1",8,0.7
"11406",2025,2,"20:50","F","1-<2",13,1.462
"11406",2025,2,"20:50","F","2-<3",5,2.28
"11406",2025,2,"20:50","F","3-<4",2,3.15
"11406",2025,2,"21:00","F","0-<1",5,0.82
"11406",2025,2,"21:00","F","1-<2",17,1.453
"11406",2025,2,"21:00","F","2-<3",4,2.575
"11406",2025,2,"21:00","F","3-<4",2,3.25
"11406",2025,2,"21:10","F","0-<1",7,0.686
"11406",2025,2,"21:10","F","1-<2",15,1.44
"11406",2025,2,"21:10","F","2-<3",4,2.575
"11406",2025,2,"21:10","F","3-<4",2,3.25
"11406",2025,2,"21:20","F","0-<1",6,0.667
"11406",2025,2,"21:20","F","1-<2",16,1.5
"11406",2025,2,"21:20","F","2-<3",5,2.52
"11406",2025,2,"21:20","F","3-<4",1,3.4
"11406",2025,2,"21:30","F","0-<1",7,0.586
"11406",2025,2,"21:30","F","1-<2",12,1.408
"11406",2025,2,"21:30","F","2-<3",8,2.45
"11406",2025,2,"21:30","F","4-<5",1,4
"11406",2025,2,"21:40","F","0-<1",10,0.6
"11406",2025,2,"21:40","F","1-<2",9,1.489
"11406",2025,2,"21:40","F","2-<3",7,2.443
"11406",2025,2,"21:40","F","3-<4",2,3.65
"11406",2025,2,"21:50","F","0-<1",10,0.66
"11406",2025,2,"21:50","F","1-<2",9,1.422
"11406",2025,2,"21:50","F","2-<3",6,2.383
"11406",2025,2,"21:50","F","3-<4",2,3.15
"11406",2025,2,"21:50","F","4-<5",1,4.5
"11406",2025,2,"22:00","F","0-<1",7,0.557
"11406",2025,2,"22:00","F","1-<2",12,1.383
"11406",2025,2,"22:00","F","2-<3",6,2.333
"11406",2025,2,"22:00","F","3-<4",2,3.55
"11406",2025,2,"22:00","F","4-<5",1,4.3
"11406",2025,2,"22:10","F","0-<1",9,0.611
"11406",2025,2,"22:10","F","1-<2",9,1.467
"11406",2025,2,"22:10","F","2-<3",6,2.383
"11406",2025,2,"22:10","F","3-<4",3,3.333
"11406",2025,2,"22:10","F","4-<5",1,4.2
"11406",2025,2,"22:20","F","0-<1",6,0.517
"11406",2025,2,"22:20","F","1-<2",14,1.436
"11406",2025,2,"22:20","F","2-<3",5,2.54
"11406",2025,2,"22:20","F","3-<4",2,3.3
"11406",2025,2,"22:20","F","4-<5",1,4
"11406",2025,2,"22:30","F","0-<1",8,0.625
"11406",2025,2,"22:30","F","1-<2",12,1.4
"11406",2025,2,"22:30","F","2-<3",5,2.66
"11406",2025,2,"22:30","F","3-<4",3,3.4
"11406",2025,2,"22:40","F","0-<1",8,0.6
"11406",2025,2,"22:40","F","1-<2",12,1.433
"11406",2025,2,"22:40","F","2-<3",6,2.617
"11406",2025,2,"22:40","F","3-<4",1,3.9
"11406",2025,2,"22:40","F","4-<5",1,4.2
"11406",2025,2,"22:50","F","0-<1",6,0.533
"11406",2025,2,"22:50","F","1-<2",16,1.356
"11406",2025,2,"22:50","F","2-<3",3,2.7
"11406",2025,2,"22:50","F","3-<4",1,3.4
"11406",2025,2,"22:50","F","4-<5",2,4.35
"11406",2025,2,"23:00","F","0-<1",9,0.611
"11406",2025,2,"23:00","F","1-<2",13,1.608
"11406",2025,2,"23:00","F","2-<3",4,2.575
"11406",2025,2,"23:00","F","3-<4",1,3.4
"11406",2025,2,"23:00","F","4-<5",1,4.3
"11406",2025,2,"23:10","F","0-<1",9,0.7
"11406",2025,2,"23:10","F","1-<2",9,1.456
"11406",2025,2,"23:10","F","2-<3",6,2.183
"11406",2025,2,"23:10","F","3-<4",3,3.1
"11406",2025,2,"23:10","F","4-<5",1,4.4
"11406",2025,2,"23:20","F","0-<1",7,0.543
"11406",2025,2,"23:20","F","1-<2",14,1.4
"11406",2025,2,"23:20","F","2-<3",4,2.425
"11406",2025,2,"23:20","F","3-<4",2,3.5
"11406",2025,2,"23:20","F","5-<6",1,5
"11406",2025,2,"23:30","F","0-<1",9,0.689
"11406",2025,2,"23:30","F","1-<2",11,1.518
"11406",2025,2,"23:30","F","2-<3",5,2.4
"11406",2025,2,"23:30","F","3-<4",2,3.4
"11406",2025,2,"23:30","F","4-<5",1,4.9
"11406",2025,2,"23:40","F","0-<1",9,0.589
"11406",2025,2,"23:40","F","1-<2",11,1.445
"11406",2025,2,"23:40","F","2-<3",4,2.425
"11406",2025,2,"23:40","F","3-<4",3,3.5
"11406",2025,2,"23:40","F","4-<5",1,4.8
"11406",2025,2,"23:50","F","0-<1",9,0.689
"11406",2025,2,"23:50","F","1-<2",10,1.51
"11406",2025,2,"23:50","F","2-<3",4,2.3
"11406",2025,2,"23:50","F","3-<4",4,3.3
"11406",2025,2,"23:50","F","4-<5",1,4.6
"11406",2025,3,"00:00","F","0-<1",16,0.537
"11406",2025,3,"00:00","F","1-<2",11,1.518
"11406",2025,3,"00:00","F","2-<3",1,2.4
"11406",2025,3,"00:00","F","3-<4",2,3.3
"11406",2025,3,"00:00","F","4-<5",1,4.1
"11406",2025,3,"00:10","F","0-<1",12,0.633
"11406",2025,3,"00:10","F","1-<2",14,1.307
"11406",2025,3,"00:10","F","2-<3",3,2.1
"11406",2025,3,"00:10","F","3-<4",1,3.2
"11406",2025,3,"00:10","F","4-<5",1,4.5
"11406",2025,3,"00:20","F","0-<1",15,0.613
"11406",2025,3,"00:20","F","1-<2",13,1.385
"11406",2025,3,"00:20","F","2-<3",1,2.1
"11406",2025,3,"00:20","F","3-<4",2,3.7
"11406",2025,3,"00:30","F","0-<1",18,0.594
"11406",2025,3,"00:30","F","1-<2",10,1.39
"11406",2025,3,"00:30","F","2-<3",1,2.3
"11406",2025,3,"00:30","F","3-<4",2,3.3
"11406",2025,3,"00:40","F","0-<1",18,0.556
"11406",2025,3,"00:40","F","1-<2",8,1.45
"11406",2025,3,"00:40","F","2-<3",3,2.133
"11406",2025,3,"00:40","F","3-<4",2,3.55
"11406",2025,3,"00:50","F","0-<1",19,0.621
"11406",2025,3,"00:50","F","1-<2",7,1.457
"11406",2025,3,"00:50","F","2-<3",4,2.425
"11406",2025,3,"00:50","F","3-<4",1,3.1
"11406",2025,3,"01:00","F","0-<1",15,0.547
"11406",2025,3,"01:00","F","1-<2",9,1.222
"11406",2025,3,"01:00","F","2-<3",7,2.271
"11406",2025,3,"01:10","F","0-<1",13,0.546
"11406",2025,3,"01:10","F","1-<2",15,1.333
"11406",2025,3,"01:10","F","2-<3",3,2.4
"11406",2025,3,"01:20","F","0-<1",12,0.625
"11406",2025,3,"01:20","F","1-<2",16,1.413
"11406",2025,3,"01:20","F","2-<3",3,2.267
"11406",2025,3,"01:30","F","0-<1",10,0.58
"11406",2025,3,"01:30","F","1-<2",16,1.337
"11406",2025,3,"01:30","F","2-<3",4,2.1
"11406",2025,3,"01:30","F","3-<4",1,3.2
"11406",2025,3,"01:40","F","0-<1",13,0.677
"11406",2025,3,"01:40","F","1-<2",13,1.308
"11406",2025,3,"01:40","F","2-<3",4,2.275
"11406",2025,3,"01:40","F","3-<4",1,3.4
"11406",2025,3,"01:50","F","0-<1",15,0.58
"11406",2025,3,"01:50","F","1-<2",11,1.436
"11406",2025,3,"01:50","F","2-<3",3,2.2
"11406",2025,3,"01:50","F","3-<4",2,3.15
"11406",2025,3,"02:00","F","0-<1",16,0.625
"11406",2025,3,"02:00","F","1-<2",11,1.545
"11406",2025,3,"02:00","F","2-<3",3,2.3
"11406",2025,3,"02:00","F","3-<4",1,3.1
"11406",2025,3,"02:10","F","0-<1",15,0.66
"11406",2025,3,"02:10","F","1-<2",12,1.333
"11406",2025,3,"02:10","F","2-<3",3,2.367
"11406",2025,3,"02:10","F","3-<4",1,3.5
"11406",2025,3,"02:10","SSV10M","0-99",31,0
"11406",2025,3,"02:20","F","0-<1",13,0.615
"11406",2025,3,"02:20","F","1-<2",12,1.3
"11406",2025,3,"02:20","F","2-<3",5,2.12
"11406",2025,3,"02:20","F","3-<4",1,3.5
"11406",2025,3,"02:20","SSV10M","0-99",31,0
"11406",2025,3,"02:30","F","0-<1",17,0.635
"11406",2025,3,"02:30","F","1-<2",8,1.25
"11406",2025,3,"02:30","F","2-<3",6,2.317
"11406",2025,3,"02:30","SSV10M","0-99",31,0
"11406",2025,3,"02:40","F","0-<1",16,0.588
"11406",2025,3,"02:40","F","1-<2",12,1.483
"11406",2025,3,"02:40","F","2-<3",3,2.5
"11406",2025,3,"02:40","SSV10M","0-99",31,0
"11406",2025,3,"02:50","F","0-<1",16,0.575
"11406",2025,3,"02:50","F","1-<2",10,1.4
"11406",2025,3,"02:50","F","2-<3",3,2.3
"11406",2025,3,"02:50","F","3-<4",2,3
"11406",2025,3,"02:50","SSV10M","0-99",31,0
"11406",2025,3,"03:00","F","0-<1",18,0.583
"11406",2025,3,"03:00","F","1-<2",8,1.35
"11406",2025,3,"03:00","F","2-<3",4,2.475
"11406",2025,3,"03:00","F","3-<4",1,3.6
"11406",2025,3,"03:00","SSV10M","0-99",31,0
"11406",2025,3,"03:10","F","0-<1",17,0.541
"11406",2025,3,"03:10","F","1-<2",7,1.257
"11406",2025,3,"03:10","F","2-<3",6,2.333
"11406",2025,3,"03:10","F","3-<4",1,3.5
"11406",2025,3,"03:10","SSV10M","0-99",31,0
"11406",2025,3,"03:20","F","0-<1",15,0.54
"11406",2025,3,"03:20","F","1-<2",10,1.3
"11406",2025,3,"03:20","F","2-<3",5,2.42
"11406",2025,3,"03:20","F","3-<4",1,3.6
"11406",2025,3,"03:20","SSV10M","0-99",31,0
"11406",2025,3,"03:30","F","0-<1",15,0.42
"11406",2025,3,"03:30","F","1-<2",9,1.189
"11406",2025,3,"03:30","F","2-<3",6,2.35
"11406",2025,3,"03:30","F","3-<4",1,3
"11406",2025,3,"03:30","SSV10M","0-99",31,0
"11406",2025,3,"03:40","F","0-<1",19,0.505
"11406",2025,3,"03:40","F","1-<2",6,1.483
"11406",2025,3,"03:40","F","2-<3",6,2.317
"11406",2025,3,"03:40","SSV10M","0-99",31,0
"11406",2025,3,"03:50","F","0-<1",18,0.572
"11406",2025,3,"03:50","F","1-<2",7,1.443
"11406",2025,3,"03:50","F","2-<3",5,2.22
"11406",2025,3,"03:50","F","3-<4",1,3
"11406",2025,3,"03:50","SSV10M","0-99",31,0
"11406",2025,3,"04:00","F","0-<1",16,0.556
"11406",2025,3,"04:00","F","1-<2",10,1.45
"11406",2025,3,"04:00","F","2-<3",5,2.36
"11406",2025,3,"04:00","SSV10M","0-99",31,0
"11406",2025,3,"04:10","F","0-<1",19,0.558
"11406",2025,3,"04:10","F","1-<2",4,1.275
"11406",2025,3,"04:10","F","2-<3",8,2.312
"11406",2025,3,"04:10","SSV10M","0-99",31,0
"11406",2025,3,"04:20","F","0-<1",18,0.572
"11406",2025,3,"04:20","F","1-<2",7,1.443
"11406",2025,3,"04:20","F","2-<3",6,2.367
"11406",2025,3,"04:20","SSV10M","0-99",31,0
"11406",2025,3,"04:30","F","0-<1",19,0.574
"11406",2025,3,"04:30","F","1-<2",7,1.5
"11406",2025,3,"04:30","F","2-<3",4,2.2
"11406",2025,3,"04:30","F","3-<4",1,3
"11406",2025,3,"04:30","SSV10M","0-99",31,0
"11406",2025,3,"04:40","F","0-<1",14,0.55
"11406",2025,3,"04:40","F","1-<2",13,1.438
"11406",2025,3,"04:40","F","2-<3",3,2.5
"11406",2025,3,"04:40","F","3-<4",1,3.1
"11406",2025,3,"04:40","SSV10M","0-99",31,0
"11406",2025,3,"04:50","F","0-<1",16,0.669
"11406",2025,3,"04:50","F","1-<2",7,1.329
"11406",2025,3,"04:50","F","2-<3",8,2.312
"11406",2025,3,"04:50","SSV10M","0-99",31,0
"11406",2025,3,"05:00","F","0-<1",18,0.694
"11406",2025,3,"05:00","F","1-<2",5,1.3
"11406",2025,3,"05:00","F","2-<3",7,2.314
"11406",2025,3,"05:00","F","3-<4",1,3.2
"11406",2025,3,"05:00","SSV10M","0-99",31,0
"11406",2025,3,"05:10","F","0-<1",15,0.487
"11406",2025,3,"05:10","F","1-<2",9,1.178
"11406",2025,3,"05:10","F","2-<3",5,2.24
"11406",2025,3,"05:10","F","3-<4",2,3
"11406",2025,3,"05:10","SSV10M","0-99",30,0
"11406",2025,3,"05:10","SSV10M","300-399",1,314
"11406",2025,3,"05:20","F","0-<1",16,0.619
"11406",2025,3,"05:20","F","1-<2",9,1.356
"11406",2025,3,"05:20","F","2-<3",6,2.5
"11406",2025,3,"05:20","SSV10M","0-99",30,0
"11406",2025,3,"05:20","SSV10M","600+",1,600
"11406",2025,3,"05:30","F","0-<1",16,0.556
"11406",2025,3,"05:30","F","1-<2",9,1.444
"11406",2025,3,"05:30","F","2-<3",5,2.36
"11406",2025,3,"05:30","F","3-<4",1,3.2
"11406",2025,3,"05:30","SSV10M","0-99",28,5.571
"11406",2025,3,"05:30","SSV10M","200-299",3,261
"11406",2025,3,"05:40","F","0-<1",16,0.556
"11406",2025,3,"05:40","F","1-<2",8,1.588
"11406",2025,3,"05:40","F","2-<3",3,2.133
"11406",2025,3,"05:40","F","3-<4",4,3.3
"11406",2025,3,"05:40","SSV10M","0-99",25,0
"11406",2025,3,"05:40","SSV10M","200-299",1,297
"11406",2025,3,"05:40","SSV10M","400-499",1,475
"11406",2025,3,"05:40","SSV10M","600+",4,600
"11406",2025,3,"05:50","F","0-<1",17,0.588
"11406",2025,3,"05:50","F","1-<2",6,1.45
"11406",2025,3,"05:50","F","2-<3",5,2.3
"11406",2025,3,"05:50","F","3-<4",3,3.333
"11406",2025,3,"05:50","SSV10M","0-99",24,0
"11406",2025,3,"05:50","SSV10M","300-399",1,390
"11406",2025,3,"05:50","SSV10M","600+",6,600
"11406",2025,3,"06:00","F","0-<1",15,0.527
"11406",2025,3,"06:00","F","1-<2",8,1.45
"11406",2025,3,"06:00","F","2-<3",7,2.443
"11406",2025,3,"06:00","F","3-<4",1,3
"11406",2025,3,"06:00","SSV10M","0-99",24,0
"11406",2025,3,"06:00","SSV10M","600+",7,600
"11406",2025,3,"06:10","F","0-<1",18,0.611
"11406",2025,3,"06:10","F","1-<2",6,1.567
"11406",2025,3,"06:10","F","2-<3",5,2.34
"11406",2025,3,"06:10","F","3-<4",1,3.4
"11406",2025,3,"06:10","F","4-<5",1,4.3
"11406",2025,3,"06:10","SSV10M","0-99",20,0
"11406",2025,3,"06:10","SSV10M","300-399",1,387
"11406",2025,3,"06:10","SSV10M","400-499",1,441
"11406",2025,3,"06:10","SSV10M","500-599",3,588.333
"11406",2025,3,"06:10","SSV10M","600+",6,600
"11406",2025,3,"06:20","F","0-<1",17,0.547
"11406",2025,3,"06:20","F","1-<2",6,1.4
"11406",2025,3,"06:20","F","2-<3",6,2.383
"11406",2025,3,"06:20","F","3-<4",2,3.3
"11406",2025,3,"06:20","SSV10M","0-99",18,0
"11406",2025,3,"06:20","SSV10M","400-499",1,488
"11406",2025,3,"06:20","SSV10M","500-599",1,589
"11406",2025,3,"06:20","SSV10M","600+",11,600
"11406",2025,3,"06:30","F","0-<1",17,0.494
"11406",2025,3,"06:30","F","1-<2",6,1.333
"11406",2025,3,"06:30","F","2-<3",6,2.483
"11406",2025,3,"06:30","F","3-<4",2,3.3
"11406",2025,3,"06:30","SSV10M","0-99",17,4.294
"11406",2025,3,"06:30","SSV10M","100-199",1,107
"11406",2025,3,"06:30","SSV10M","200-299",1,283
"11406",2025,3,"06:30","SSV10M","600+",12,600
"11406",2025,3,"06:40","F","0-<1",16,0.525
"11406",2025,3,"06:40","F","1-<2",7,1.429
"11406",2025,3,"06:40","F","2-<3",7,2.486
"11406",2025,3,"06:40","F","3-<4",1,3.6
"11406",2025,3,"06:40","SSV10M","0-99",17,0
"11406",2025,3,"06:40","SSV10M","200-299",1,297
"11406",2025,3,"06:40","SSV10M","500-599",1,575
"11406",2025,3,"06:40","SSV10M","600+",12,600
"11406",2025,3,"06:50","F","0-<1",14,0.593
"11406",2025,3,"06:50","F","1-<2",10,1.43
"11406",2025,3,"06:50","F","2-<3",5,2.54
"11406",2025,3,"06:50","F","3-<4",2,3.55
"11406",2025,3,"06:50","SSV10M","0-99",16,0
"11406",2025,3,"06:50","SSV10M","100-199",2,146
"11406",2025,3,"06:50","SSV10M","500-599",1,507
"11406",2025,3,"06:50","SSV10M","600+",12,600
"11406",2025,3,"07:00","F","0-<1",17,0.565
"11406",2025,3,"07:00","F","1-<2",6,1.467
"11406",2025,3,"07:00","F","2-<3",3,2.4
"11406",2025,3,"07:00","F","3-<4",4,3.25
"11406",2025,3,"07:00","F","4-<5",1,4.2
"11406",2025,3,"07:00","SSV10M","0-99",15,0
"11406",2025,3,"07:00","SSV10M","100-199",1,163
"11406",2025,3,"07:00","SSV10M","200-299",1,255
"11406",2025,3,"07:00","SSV10M","500-599",2,581
"11406",2025,3,"07:00","SSV10M","600+",12,600
"11406",2025,3,"07:10","F","0-<1",16,0.544
"11406",2025,3,"07:10","F","1-<2",5,1.46
"11406",2025,3,"07:10","F","2-<3",5,2.34
"11406",2025,3,"07:10","F","3-<4",5,3.4
"11406",2025,3,"07:10","SSV10M","0-99",15,4.133
"11406",2025,3,"07:10","SSV10M","100-199",1,156
"11406",2025,3,"07:10","SSV10M","600+",15,600
"11406",2025,3,"07:20","F","0-<1",13,0.6
"11406",2025,3,"07:20","F","1-<2",7,1.4
"11406",2025,3,"07:20","F","2-<3",7,2.4
"11406",2025,3,"07:20","F","3-<4",3,3.5
"11406",2025,3,"07:20","F","4-<5",1,4.3
"11406",2025,3,"07:20","SSV10M","0-99",13,0.846
"11406",2025,3,"07:20","SSV10M","100-199",2,123
"11406",2025,3,"07:20","SSV10M","200-299",1,282
"11406",2025,3,"07:20","SSV10M","600+",15,600
"11406",2025,3,"07:30","F","0-<1",11,0.545
"11406",2025,3,"07:30","F","1-<2",8,1.288
"11406",2025,3,"07:30","F","2-<3",7,2.457
"11406",2025,3,"07:30","F","3-<4",5,3.3
"11406",2025,3,"07:30","SSV10M","0-99",14,5
"11406",2025,3,"07:30","SSV10M","100-199",2,156.5
"11406",2025,3,"07:30","SSV10M","400-499",1,483
"11406",2025,3,"07:30","SSV10M","600+",14,600
"11406",2025,3,"07:40","F","0-<1",12,0.583
"11406",2025,3,"07:40","F","1-<2",8,1.538
"11406",2025,3,"07:40","F","2-<3",8,2.587
"11406",2025,3,"07:40","F","3-<4",2,3.4
"11406",2025,3,"07:40","F","4-<5",1,4.4
"11406",2025,3,"07:40","SSV10M","0-99",16,10.875
"11406",2025,3,"07:40","SSV10M","200-299",1,256
"11406",2025,3,"07:40","SSV10M","600+",14,600
"11406",2025,3,"07:50","F","0-<1",13,0.631
"11406",2025,3,"07:50","F","1-<2",7,1.529
"11406",2025,3,"07:50","F","2-<3",8,2.575
"11406",2025,3,"07:50","F","3-<4",2,3.25
"11406",2025,3,"07:50","F","4-<5",1,4.2
"11406",2025,3,"07:50","SSV10M","0-99",14,9.929
"11406",2025,3,"07:50","SSV10M","200-299",1,244
"11406",2025,3,"07:50","SSV10M","400-499",1,466
"11406",2025,3,"07:50","SSV10M","600+",15,600
"11406",2025,3,"08:00","F","0-<1",12,0.7
"11406",2025,3,"08:00","F","1-<2",8,1.525
"11406",2025,3,"08:00","F","2-<3",4,2.225
"11406",2025,3,"08:00","F","3-<4",5,3.38
"11406",2025,3,"08:00","F","4-<5",2,4.25
"11406",2025,3,"08:00","SSV10M","0-99",14,5.143
"11406",2025,3,"08:00","SSV10M","100-199",1,176
"11406",2025,3,"08:00","SSV10M","500-599",1,528
"11406",2025,3,"08:00","SSV10M","600+",15,600
"11406",2025,3,"08:10","F","0-<1",7,0.729
"11406",2025,3,"08:10","F","1-<2",12,1.35
"11406",2025,3,"08:10","F","2-<3",6,2.583
"11406",2025,3,"08:10","F","3-<4",4,3.325
"11406",2025,3,"08:10","F","4-<5",2,4.1
"11406",2025,3,"08:10","SSV10M","0-99",12,9.833
"11406",2025,3,"08:10","SSV10M","100-199",2,107.5
"11406",2025,3,"08:10","SSV10M","200-299",1,243
"11406",2025,3,"08:10","SSV10M","300-399",1,389
"11406",2025,3,"08:10","SSV10M","600+",15,600
"11406",2025,3,"08:20","F","0-<1",5,0.66
"11406",2025,3,"08:20","F","1-<2",14,1.329
"11406",2025,3,"08:20","F","2-<3",5,2.44
"11406",2025,3,"08:20","F","3-<4",4,3.325
"11406",2025,3,"08:20","F","4-<5",3,4.6
"11406",2025,3,"08:20","SSV10M","0-99",13,2.308
"11406",2025,3,"08:20","SSV10M","300-399",1,397
"11406",2025,3,"08:20","SSV10M","400-499",1,465
"11406",2025,3,"08:20","SSV10M","600+",16,600
"11406",2025,3,"08:30","F","0-<1",5,0.78
"11406",2025,3,"08:30","F","1-<2",14,1.279
"11406",2025,3,"08:30","F","2-<3",4,2.55
"11406",2025,3,"08:30","F","3-<4",4,3.05
"11406",2025,3,"08:30","F","4-<5",3,4.533
"11406",2025,3,"08:30","F","5-<6",1,5.4
"11406",2025,3,"08:30","SSV10M","0-99",12,0
"11406",2025,3,"08:30","SSV10M","100-199",2,136.5
"11406",2025,3,"08:30","SSV10M","300-399",1,327
"11406",2025,3,"08:30","SSV10M","600+",16,600
"11406",2025,3,"08:40","F","0-<1",6,0.75
"11406",2025,3,"08:40","F","1-<2",13,1.3
"11406",2025,3,"08:40","F","2-<3",7,2.486
"11406",2025,3,"08:40","F","3-<4",1,3.3
"11406",2025,3,"08:40","F","4-<5",4,4.4
"11406",2025,3,"08:40","SSV10M","0-99",12,2.833
"11406",2025,3,"08:40","SSV10M","100-199",2,144.5
"11406",2025,3,"08:40","SSV10M","400-499",1,406
"11406",2025,3,"08:40","SSV10M","500-599",1,579
"11406",2025,3,"08:40","SSV10M","600+",15,600
"11406",2025,3,"08:50","F","0-<1",8,0.75
"11406",2025,3,"08:50","F","1-<2",10,1.28
"11406",2025,3,"08:50","F","2-<3",7,2.4
"11406",2025,3,"08:50","F","3-<4",2,3.6
"11406",2025,3,"08:50","F","4-<5",2,4.55
"11406",2025,3,"08:50","F","5-<6",2,5.4
"11406",2025,3,"08:50","SSV10M","0-99",13,1.462
"11406",2025,3,"08:50","SSV10M","100-199",1,137
"11406",2025,3,"08:50","SSV10M","400-499",1,406
"11406",2025,3,"08:50","SSV10M","600+",16,600
"11406",2025,3,"09:00","F","0-<1",8,0.75
"11406",2025,3,"09:00","F","1-<2",12,1.333
"11406",2025,3,"09:00","F","2-<3",4,2.625
"11406",2025,3,"09:00","F","3-<4",3,3.3
"11406",2025,3,"09:00","F","4-<5",2,4.4
"11406",2025,3,"09:00","F","5-<6",2,5.45
"11406",2025,3,"09:00","SSV10M","0-99",15,9
"11406",2025,3,"09:00","SSV10M","400-499",1,426
"11406",2025,3,"09:00","SSV10M","600+",15,600
"11406",2025,3,"09:10","F","0-<1",10,0.79
"11406",2025,3,"09:10","F","1-<2",9,1.367
"11406",2025,3,"09:10","F","2-<3",5,2.66
"11406",2025,3,"09:10","F","3-<4",4,3.65
"11406",2025,3,"09:10","F","5-<6",2,5.4
"11406",2025,3,"09:10","F","6-<7",1,6.1
"11406",2025,3,"09:10","SSV10M","0-99",11,6.455
"11406",2025,3,"09:10","SSV10M","100-199",2,169.5
"11406",2025,3,"09:10","SSV10M","200-299",1,232
"11406",2025,3,"09:10","SSV10M","300-399",1,348
"11406",2025,3,"09:10","SSV10M","500-599",1,518
"11406",2025,3,"09:10","SSV10M","600+",15,600
"11406",2025,3,"09:20","F","0-<1",7,0.743
"11406",2025,3,"09:20","F","1-<2",11,1.273
"11406",2025,3,"09:20","F","2-<3",6,2.567
"11406",2025,3,"09:20","F","3-<4",3,3.3
"11406",2025,3,"09:20","F","4-<5",2,4.4
"11406",2025,3,"09:20","F","5-<6",2,5.25
"11406",2025,3,"09:20","SSV10M","0-99",13,11.769
"11406",2025,3,"09:20","SSV10M","200-299",1,210
"11406",2025,3,"09:20","SSV10M","500-599",1,560
"11406",2025,3,"09:20","SSV10M","600+",16,600
"11406",2025,3,"09:30","F","0-<1",6,0.767
"11406",2025,3,"09:30","F","1-<2",13,1.369
"11406",2025,3,"09:30","F","2-<3",2,2.65
"11406",2025,3,"09:30","F","3-<4",6,3.533
"11406",2025,3,"09:30","F","4-<5",2,4.05
"11406",2025,3,"09:30","F","5-<6",2,5.4
"11406",2025,3,"09:30","SSV10M","0-99",12,6
"11406",2025,3,"09:30","SSV10M","100-199",1,139
"11406",2025,3,"09:30","SSV10M","200-299",1,224
"11406",2025,3,"09:30","SSV10M","500-599",1,591
"11406",2025,3,"09:30","SSV10M","600+",16,600
"11406",2025,3,"09:40","F","0-<1",7,0.729
"11406",2025,3,"09:40","F","1-<2",11,1.291
"11406",2025,3,"09:40","F","2-<3",3,2.4
"11406",2025,3,"09:40","F","3-<4",5,3.44
"11406",2025,3,"09:40","F","4-<5",3,4.267
"11406",2025,3,"09:40","F","5-<6",1,5.2
"11406",2025,3,"09:40","F","6-<7",1,6.3
"11406",2025,3,"09:40","SSV10M","0-99",13,0
"11406",2025,3,"09:40","SSV10M","400-499",1,492
"11406",2025,3,"09:40","SSV10M","500-599",1,510
"11406",2025,3,"09:40","SSV10M","600+",16,600
"11406",2025,3,"09:50","F","0-<1",8,0.85
"11406",2025,3,"09:50","F","1-<2",9,1.322
"11406",2025,3,"09:50","F","2-<3",6,2.617
"11406",2025,3,"09:50","F","3-<4",4,3.475
"11406",2025,3,"09:50","F","4-<5",2,4.5
"11406",2025,3,"09:50","F","5-<6",2,5.8
"11406",2025,3,"09:50","SSV10M","0-99",12,11.583
"11406",2025,3,"09:50","SSV10M","100-199",1,136
"11406",2025,3,"09:50","SSV10M","300-399",1,336
"11406",2025,3,"09:50","SSV10M","400-499",1,454
"11406",2025,3,"09:50","SSV10M","500-599",1,540
"11406",2025,3,"09:50","SSV10M","600+",15,600
"11406",2025,3,"10:00","F","0-<1",3,0.8
"11406",2025,3,"10:00","F","1-<2",15,1.373
"11406",2025,3,"10:00","F","2-<3",3,2.467
